Nation,Year,prodinit_ippu_paper_tonne
argentina,1990,4678.495932
argentina,1991,4678.495932
argentina,1992,4678.495932
argentina,1993,4678.495932
argentina,1994,4678.495932
argentina,1995,4678.495932
argentina,1996,4678.495932
argentina,1997,4678.495932
argentina,1998,4678.495932
argentina,1999,4678.495932
argentina,2000,4678.495932
argentina,2001,4678.495932
argentina,2002,4678.495932
argentina,2003,4678.495932
argentina,2004,4678.495932
argentina,2005,4678.495932
argentina,2006,4678.495932
argentina,2007,4678.495932
argentina,2008,4678.495932
argentina,2009,4678.495932
argentina,2010,4678.495932
argentina,2011,4678.495932
argentina,2012,4678.495932
argentina,2013,4678.495932
argentina,2014,4678.495932
argentina,2015,4678.495932
argentina,2016,4678.495932
argentina,2017,4678.495932
argentina,2018,4678.495932
argentina,2019,4678.495932
bahamas,1990,0.5086615235
bahamas,1991,0.5086615235
bahamas,1992,0.5086615235
bahamas,1993,0.5086615235
bahamas,1994,0.5086615235
bahamas,1995,0.5086615235
bahamas,1996,0.5086615235
bahamas,1997,0.5086615235
bahamas,1998,0.5086615235
bahamas,1999,0.5086615235
bahamas,2000,0.5086615235
bahamas,2001,0.5086615235
bahamas,2002,0.5086615235
bahamas,2003,0.5086615235
bahamas,2004,0.5086615235
bahamas,2005,0.5086615235
bahamas,2006,0.5086615235
bahamas,2007,0.5086615235
bahamas,2008,0.5086615235
bahamas,2009,0.5086615235
bahamas,2010,0.5086615235
bahamas,2011,0.5086615235
bahamas,2012,0.5086615235
bahamas,2013,0.5086615235
bahamas,2014,0.5086615235
bahamas,2015,0.5086615235
bahamas,2016,0.5086615235
bahamas,2017,0.5086615235
bahamas,2018,0.5086615235
bahamas,2019,0.5086615235
barbados,1990,105.2262184
barbados,1991,105.2262184
barbados,1992,105.2262184
barbados,1993,105.2262184
barbados,1994,105.2262184
barbados,1995,105.2262184
barbados,1996,105.2262184
barbados,1997,105.2262184
barbados,1998,105.2262184
barbados,1999,105.2262184
barbados,2000,105.2262184
barbados,2001,105.2262184
barbados,2002,105.2262184
barbados,2003,105.2262184
barbados,2004,105.2262184
barbados,2005,105.2262184
barbados,2006,105.2262184
barbados,2007,105.2262184
barbados,2008,105.2262184
barbados,2009,105.2262184
barbados,2010,105.2262184
barbados,2011,105.2262184
barbados,2012,105.2262184
barbados,2013,105.2262184
barbados,2014,105.2262184
barbados,2015,105.2262184
barbados,2016,105.2262184
barbados,2017,105.2262184
barbados,2018,105.2262184
barbados,2019,105.2262184
belize,1990,4.368945882999999
belize,1991,4.368945882999999
belize,1992,4.368945882999999
belize,1993,4.368945882999999
belize,1994,4.368945882999999
belize,1995,4.368945882999999
belize,1996,4.368945882999999
belize,1997,4.368945882999999
belize,1998,4.368945882999999
belize,1999,4.368945882999999
belize,2000,4.368945882999999
belize,2001,4.368945882999999
belize,2002,4.368945882999999
belize,2003,4.368945882999999
belize,2004,4.368945882999999
belize,2005,4.368945882999999
belize,2006,4.368945882999999
belize,2007,4.368945882999999
belize,2008,4.368945882999999
belize,2009,4.368945882999999
belize,2010,4.368945882999999
belize,2011,4.368945882999999
belize,2012,4.368945882999999
belize,2013,4.368945882999999
belize,2014,4.368945882999999
belize,2015,4.368945882999999
belize,2016,4.368945882999999
belize,2017,4.368945882999999
belize,2018,4.368945882999999
belize,2019,4.368945882999999
bolivia,1990,30.81943823
bolivia,1991,30.81943823
bolivia,1992,30.81943823
bolivia,1993,30.81943823
bolivia,1994,30.81943823
bolivia,1995,30.81943823
bolivia,1996,30.81943823
bolivia,1997,30.81943823
bolivia,1998,30.81943823
bolivia,1999,30.81943823
bolivia,2000,30.81943823
bolivia,2001,30.81943823
bolivia,2002,30.81943823
bolivia,2003,30.81943823
bolivia,2004,30.81943823
bolivia,2005,30.81943823
bolivia,2006,30.81943823
bolivia,2007,30.81943823
bolivia,2008,30.81943823
bolivia,2009,30.81943823
bolivia,2010,30.81943823
bolivia,2011,30.81943823
bolivia,2012,30.81943823
bolivia,2013,30.81943823
bolivia,2014,30.81943823
bolivia,2015,30.81943823
bolivia,2016,30.81943823
bolivia,2017,30.81943823
bolivia,2018,30.81943823
bolivia,2019,30.81943823
brazil,1990,49760.92484000001
brazil,1991,49760.92484000001
brazil,1992,49760.92484000001
brazil,1993,49760.92484000001
brazil,1994,49760.92484000001
brazil,1995,49760.92484000001
brazil,1996,49760.92484000001
brazil,1997,49760.92484000001
brazil,1998,49760.92484000001
brazil,1999,49760.92484000001
brazil,2000,49760.92484000001
brazil,2001,49760.92484000001
brazil,2002,49760.92484000001
brazil,2003,49760.92484000001
brazil,2004,49760.92484000001
brazil,2005,49760.92484000001
brazil,2006,49760.92484000001
brazil,2007,49760.92484000001
brazil,2008,49760.92484000001
brazil,2009,49760.92484000001
brazil,2010,49760.92484000001
brazil,2011,49760.92484000001
brazil,2012,49760.92484000001
brazil,2013,49760.92484000001
brazil,2014,49760.92484000001
brazil,2015,49760.92484000001
brazil,2016,49760.92484000001
brazil,2017,49760.92484000001
brazil,2018,49760.92484000001
brazil,2019,49760.92484000001
chile,1990,5918.399597
chile,1991,5918.399597
chile,1992,5918.399597
chile,1993,5918.399597
chile,1994,5918.399597
chile,1995,5918.399597
chile,1996,5918.399597
chile,1997,5918.399597
chile,1998,5918.399597
chile,1999,5918.399597
chile,2000,5918.399597
chile,2001,5918.399597
chile,2002,5918.399597
chile,2003,5918.399597
chile,2004,5918.399597
chile,2005,5918.399597
chile,2006,5918.399597
chile,2007,5918.399597
chile,2008,5918.399597
chile,2009,5918.399597
chile,2010,5918.399597
chile,2011,5918.399597
chile,2012,5918.399597
chile,2013,5918.399597
chile,2014,5918.399597
chile,2015,5918.399597
chile,2016,5918.399597
chile,2017,5918.399597
chile,2018,5918.399597
chile,2019,5918.399597
colombia,1990,8910.730632
colombia,1991,8910.730632
colombia,1992,8910.730632
colombia,1993,8910.730632
colombia,1994,8910.730632
colombia,1995,8910.730632
colombia,1996,8910.730632
colombia,1997,8910.730632
colombia,1998,8910.730632
colombia,1999,8910.730632
colombia,2000,8910.730632
colombia,2001,8910.730632
colombia,2002,8910.730632
colombia,2003,8910.730632
colombia,2004,8910.730632
colombia,2005,8910.730632
colombia,2006,8910.730632
colombia,2007,8910.730632
colombia,2008,8910.730632
colombia,2009,8910.730632
colombia,2010,8910.730632
colombia,2011,8910.730632
colombia,2012,8910.730632
colombia,2013,8910.730632
colombia,2014,8910.730632
colombia,2015,8910.730632
colombia,2016,8910.730632
colombia,2017,8910.730632
colombia,2018,8910.730632
colombia,2019,8910.730632
costa_rica,1990,2169.020754
costa_rica,1991,2169.020754
costa_rica,1992,2169.020754
costa_rica,1993,2169.020754
costa_rica,1994,2169.020754
costa_rica,1995,2169.020754
costa_rica,1996,2169.020754
costa_rica,1997,2169.020754
costa_rica,1998,2169.020754
costa_rica,1999,2169.020754
costa_rica,2000,2169.020754
costa_rica,2001,2169.020754
costa_rica,2002,2169.020754
costa_rica,2003,2169.020754
costa_rica,2004,2169.020754
costa_rica,2005,2169.020754
costa_rica,2006,2169.020754
costa_rica,2007,2169.020754
costa_rica,2008,2169.020754
costa_rica,2009,2169.020754
costa_rica,2010,2169.020754
costa_rica,2011,2169.020754
costa_rica,2012,2169.020754
costa_rica,2013,2169.020754
costa_rica,2014,2169.020754
costa_rica,2015,2169.020754
costa_rica,2016,2169.020754
costa_rica,2017,2169.020754
costa_rica,2018,2169.020754
costa_rica,2019,2169.020754
dominican_republic,1990,664.9846886
dominican_republic,1991,664.9846886
dominican_republic,1992,664.9846886
dominican_republic,1993,664.9846886
dominican_republic,1994,664.9846886
dominican_republic,1995,664.9846886
dominican_republic,1996,664.9846886
dominican_republic,1997,664.9846886
dominican_republic,1998,664.9846886
dominican_republic,1999,664.9846886
dominican_republic,2000,664.9846886
dominican_republic,2001,664.9846886
dominican_republic,2002,664.9846886
dominican_republic,2003,664.9846886
dominican_republic,2004,664.9846886
dominican_republic,2005,664.9846886
dominican_republic,2006,664.9846886
dominican_republic,2007,664.9846886
dominican_republic,2008,664.9846886
dominican_republic,2009,664.9846886
dominican_republic,2010,664.9846886
dominican_republic,2011,664.9846886
dominican_republic,2012,664.9846886
dominican_republic,2013,664.9846886
dominican_republic,2014,664.9846886
dominican_republic,2015,664.9846886
dominican_republic,2016,664.9846886
dominican_republic,2017,664.9846886
dominican_republic,2018,664.9846886
dominican_republic,2019,664.9846886
ecuador,1990,806.2639212
ecuador,1991,806.2639212
ecuador,1992,806.2639212
ecuador,1993,806.2639212
ecuador,1994,806.2639212
ecuador,1995,806.2639212
ecuador,1996,806.2639212
ecuador,1997,806.2639212
ecuador,1998,806.2639212
ecuador,1999,806.2639212
ecuador,2000,806.2639212
ecuador,2001,806.2639212
ecuador,2002,806.2639212
ecuador,2003,806.2639212
ecuador,2004,806.2639212
ecuador,2005,806.2639212
ecuador,2006,806.2639212
ecuador,2007,806.2639212
ecuador,2008,806.2639212
ecuador,2009,806.2639212
ecuador,2010,806.2639212
ecuador,2011,806.2639212
ecuador,2012,806.2639212
ecuador,2013,806.2639212
ecuador,2014,806.2639212
ecuador,2015,806.2639212
ecuador,2016,806.2639212
ecuador,2017,806.2639212
ecuador,2018,806.2639212
ecuador,2019,806.2639212
el_salvador,1990,3448.606912
el_salvador,1991,3448.606912
el_salvador,1992,3448.606912
el_salvador,1993,3448.606912
el_salvador,1994,3448.606912
el_salvador,1995,3448.606912
el_salvador,1996,3448.606912
el_salvador,1997,3448.606912
el_salvador,1998,3448.606912
el_salvador,1999,3448.606912
el_salvador,2000,3448.606912
el_salvador,2001,3448.606912
el_salvador,2002,3448.606912
el_salvador,2003,3448.606912
el_salvador,2004,3448.606912
el_salvador,2005,3448.606912
el_salvador,2006,3448.606912
el_salvador,2007,3448.606912
el_salvador,2008,3448.606912
el_salvador,2009,3448.606912
el_salvador,2010,3448.606912
el_salvador,2011,3448.606912
el_salvador,2012,3448.606912
el_salvador,2013,3448.606912
el_salvador,2014,3448.606912
el_salvador,2015,3448.606912
el_salvador,2016,3448.606912
el_salvador,2017,3448.606912
el_salvador,2018,3448.606912
el_salvador,2019,3448.606912
guatemala,1990,3860.558854
guatemala,1991,3860.558854
guatemala,1992,3860.558854
guatemala,1993,3860.558854
guatemala,1994,3860.558854
guatemala,1995,3860.558854
guatemala,1996,3860.558854
guatemala,1997,3860.558854
guatemala,1998,3860.558854
guatemala,1999,3860.558854
guatemala,2000,3860.558854
guatemala,2001,3860.558854
guatemala,2002,3860.558854
guatemala,2003,3860.558854
guatemala,2004,3860.558854
guatemala,2005,3860.558854
guatemala,2006,3860.558854
guatemala,2007,3860.558854
guatemala,2008,3860.558854
guatemala,2009,3860.558854
guatemala,2010,3860.558854
guatemala,2011,3860.558854
guatemala,2012,3860.558854
guatemala,2013,3860.558854
guatemala,2014,3860.558854
guatemala,2015,3860.558854
guatemala,2016,3860.558854
guatemala,2017,3860.558854
guatemala,2018,3860.558854
guatemala,2019,3860.558854
guyana,1990,5.861079182
guyana,1991,5.861079182
guyana,1992,5.861079182
guyana,1993,5.861079182
guyana,1994,5.861079182
guyana,1995,5.861079182
guyana,1996,5.861079182
guyana,1997,5.861079182
guyana,1998,5.861079182
guyana,1999,5.861079182
guyana,2000,5.861079182
guyana,2001,5.861079182
guyana,2002,5.861079182
guyana,2003,5.861079182
guyana,2004,5.861079182
guyana,2005,5.861079182
guyana,2006,5.861079182
guyana,2007,5.861079182
guyana,2008,5.861079182
guyana,2009,5.861079182
guyana,2010,5.861079182
guyana,2011,5.861079182
guyana,2012,5.861079182
guyana,2013,5.861079182
guyana,2014,5.861079182
guyana,2015,5.861079182
guyana,2016,5.861079182
guyana,2017,5.861079182
guyana,2018,5.861079182
guyana,2019,5.861079182
haiti,1990,9.450020797999999
haiti,1991,9.450020797999999
haiti,1992,9.450020797999999
haiti,1993,9.450020797999999
haiti,1994,9.450020797999999
haiti,1995,9.450020797999999
haiti,1996,9.450020797999999
haiti,1997,9.450020797999999
haiti,1998,9.450020797999999
haiti,1999,9.450020797999999
haiti,2000,9.450020797999999
haiti,2001,9.450020797999999
haiti,2002,9.450020797999999
haiti,2003,9.450020797999999
haiti,2004,9.450020797999999
haiti,2005,9.450020797999999
haiti,2006,9.450020797999999
haiti,2007,9.450020797999999
haiti,2008,9.450020797999999
haiti,2009,9.450020797999999
haiti,2010,9.450020797999999
haiti,2011,9.450020797999999
haiti,2012,9.450020797999999
haiti,2013,9.450020797999999
haiti,2014,9.450020797999999
haiti,2015,9.450020797999999
haiti,2016,9.450020797999999
haiti,2017,9.450020797999999
haiti,2018,9.450020797999999
haiti,2019,9.450020797999999
honduras,1990,843.8486242
honduras,1991,843.8486242
honduras,1992,843.8486242
honduras,1993,843.8486242
honduras,1994,843.8486242
honduras,1995,843.8486242
honduras,1996,843.8486242
honduras,1997,843.8486242
honduras,1998,843.8486242
honduras,1999,843.8486242
honduras,2000,843.8486242
honduras,2001,843.8486242
honduras,2002,843.8486242
honduras,2003,843.8486242
honduras,2004,843.8486242
honduras,2005,843.8486242
honduras,2006,843.8486242
honduras,2007,843.8486242
honduras,2008,843.8486242
honduras,2009,843.8486242
honduras,2010,843.8486242
honduras,2011,843.8486242
honduras,2012,843.8486242
honduras,2013,843.8486242
honduras,2014,843.8486242
honduras,2015,843.8486242
honduras,2016,843.8486242
honduras,2017,843.8486242
honduras,2018,843.8486242
honduras,2019,843.8486242
jamaica,1990,13.36559893
jamaica,1991,13.36559893
jamaica,1992,13.36559893
jamaica,1993,13.36559893
jamaica,1994,13.36559893
jamaica,1995,13.36559893
jamaica,1996,13.36559893
jamaica,1997,13.36559893
jamaica,1998,13.36559893
jamaica,1999,13.36559893
jamaica,2000,13.36559893
jamaica,2001,13.36559893
jamaica,2002,13.36559893
jamaica,2003,13.36559893
jamaica,2004,13.36559893
jamaica,2005,13.36559893
jamaica,2006,13.36559893
jamaica,2007,13.36559893
jamaica,2008,13.36559893
jamaica,2009,13.36559893
jamaica,2010,13.36559893
jamaica,2011,13.36559893
jamaica,2012,13.36559893
jamaica,2013,13.36559893
jamaica,2014,13.36559893
jamaica,2015,13.36559893
jamaica,2016,13.36559893
jamaica,2017,13.36559893
jamaica,2018,13.36559893
jamaica,2019,13.36559893
mexico,1990,16470.69125
mexico,1991,16470.69125
mexico,1992,16470.69125
mexico,1993,16470.69125
mexico,1994,16470.69125
mexico,1995,16470.69125
mexico,1996,16470.69125
mexico,1997,16470.69125
mexico,1998,16470.69125
mexico,1999,16470.69125
mexico,2000,16470.69125
mexico,2001,16470.69125
mexico,2002,16470.69125
mexico,2003,16470.69125
mexico,2004,16470.69125
mexico,2005,16470.69125
mexico,2006,16470.69125
mexico,2007,16470.69125
mexico,2008,16470.69125
mexico,2009,16470.69125
mexico,2010,16470.69125
mexico,2011,16470.69125
mexico,2012,16470.69125
mexico,2013,16470.69125
mexico,2014,16470.69125
mexico,2015,16470.69125
mexico,2016,16470.69125
mexico,2017,16470.69125
mexico,2018,16470.69125
mexico,2019,16470.69125
nicaragua,1990,27.38795034
nicaragua,1991,27.38795034
nicaragua,1992,27.38795034
nicaragua,1993,27.38795034
nicaragua,1994,27.38795034
nicaragua,1995,27.38795034
nicaragua,1996,27.38795034
nicaragua,1997,27.38795034
nicaragua,1998,27.38795034
nicaragua,1999,27.38795034
nicaragua,2000,27.38795034
nicaragua,2001,27.38795034
nicaragua,2002,27.38795034
nicaragua,2003,27.38795034
nicaragua,2004,27.38795034
nicaragua,2005,27.38795034
nicaragua,2006,27.38795034
nicaragua,2007,27.38795034
nicaragua,2008,27.38795034
nicaragua,2009,27.38795034
nicaragua,2010,27.38795034
nicaragua,2011,27.38795034
nicaragua,2012,27.38795034
nicaragua,2013,27.38795034
nicaragua,2014,27.38795034
nicaragua,2015,27.38795034
nicaragua,2016,27.38795034
nicaragua,2017,27.38795034
nicaragua,2018,27.38795034
nicaragua,2019,27.38795034
panama,1990,207.7464339
panama,1991,207.7464339
panama,1992,207.7464339
panama,1993,207.7464339
panama,1994,207.7464339
panama,1995,207.7464339
panama,1996,207.7464339
panama,1997,207.7464339
panama,1998,207.7464339
panama,1999,207.7464339
panama,2000,207.7464339
panama,2001,207.7464339
panama,2002,207.7464339
panama,2003,207.7464339
panama,2004,207.7464339
panama,2005,207.7464339
panama,2006,207.7464339
panama,2007,207.7464339
panama,2008,207.7464339
panama,2009,207.7464339
panama,2010,207.7464339
panama,2011,207.7464339
panama,2012,207.7464339
panama,2013,207.7464339
panama,2014,207.7464339
panama,2015,207.7464339
panama,2016,207.7464339
panama,2017,207.7464339
panama,2018,207.7464339
panama,2019,207.7464339
paraguay,1990,379.079789
paraguay,1991,379.079789
paraguay,1992,379.079789
paraguay,1993,379.079789
paraguay,1994,379.079789
paraguay,1995,379.079789
paraguay,1996,379.079789
paraguay,1997,379.079789
paraguay,1998,379.079789
paraguay,1999,379.079789
paraguay,2000,379.079789
paraguay,2001,379.079789
paraguay,2002,379.079789
paraguay,2003,379.079789
paraguay,2004,379.079789
paraguay,2005,379.079789
paraguay,2006,379.079789
paraguay,2007,379.079789
paraguay,2008,379.079789
paraguay,2009,379.079789
paraguay,2010,379.079789
paraguay,2011,379.079789
paraguay,2012,379.079789
paraguay,2013,379.079789
paraguay,2014,379.079789
paraguay,2015,379.079789
paraguay,2016,379.079789
paraguay,2017,379.079789
paraguay,2018,379.079789
paraguay,2019,379.079789
peru,1990,1950.375032
peru,1991,1950.375032
peru,1992,1950.375032
peru,1993,1950.375032
peru,1994,1950.375032
peru,1995,1950.375032
peru,1996,1950.375032
peru,1997,1950.375032
peru,1998,1950.375032
peru,1999,1950.375032
peru,2000,1950.375032
peru,2001,1950.375032
peru,2002,1950.375032
peru,2003,1950.375032
peru,2004,1950.375032
peru,2005,1950.375032
peru,2006,1950.375032
peru,2007,1950.375032
peru,2008,1950.375032
peru,2009,1950.375032
peru,2010,1950.375032
peru,2011,1950.375032
peru,2012,1950.375032
peru,2013,1950.375032
peru,2014,1950.375032
peru,2015,1950.375032
peru,2016,1950.375032
peru,2017,1950.375032
peru,2018,1950.375032
peru,2019,1950.375032
suriname,1990,4.593599382000001
suriname,1991,4.593599382000001
suriname,1992,4.593599382000001
suriname,1993,4.593599382000001
suriname,1994,4.593599382000001
suriname,1995,4.593599382000001
suriname,1996,4.593599382000001
suriname,1997,4.593599382000001
suriname,1998,4.593599382000001
suriname,1999,4.593599382000001
suriname,2000,4.593599382000001
suriname,2001,4.593599382000001
suriname,2002,4.593599382000001
suriname,2003,4.593599382000001
suriname,2004,4.593599382000001
suriname,2005,4.593599382000001
suriname,2006,4.593599382000001
suriname,2007,4.593599382000001
suriname,2008,4.593599382000001
suriname,2009,4.593599382000001
suriname,2010,4.593599382000001
suriname,2011,4.593599382000001
suriname,2012,4.593599382000001
suriname,2013,4.593599382000001
suriname,2014,4.593599382000001
suriname,2015,4.593599382000001
suriname,2016,4.593599382000001
suriname,2017,4.593599382000001
suriname,2018,4.593599382000001
suriname,2019,4.593599382000001
trinidad_and_tobago,1990,404.1590588
trinidad_and_tobago,1991,404.1590588
trinidad_and_tobago,1992,404.1590588
trinidad_and_tobago,1993,404.1590588
trinidad_and_tobago,1994,404.1590588
trinidad_and_tobago,1995,404.1590588
trinidad_and_tobago,1996,404.1590588
trinidad_and_tobago,1997,404.1590588
trinidad_and_tobago,1998,404.1590588
trinidad_and_tobago,1999,404.1590588
trinidad_and_tobago,2000,404.1590588
trinidad_and_tobago,2001,404.1590588
trinidad_and_tobago,2002,404.1590588
trinidad_and_tobago,2003,404.1590588
trinidad_and_tobago,2004,404.1590588
trinidad_and_tobago,2005,404.1590588
trinidad_and_tobago,2006,404.1590588
trinidad_and_tobago,2007,404.1590588
trinidad_and_tobago,2008,404.1590588
trinidad_and_tobago,2009,404.1590588
trinidad_and_tobago,2010,404.1590588
trinidad_and_tobago,2011,404.1590588
trinidad_and_tobago,2012,404.1590588
trinidad_and_tobago,2013,404.1590588
trinidad_and_tobago,2014,404.1590588
trinidad_and_tobago,2015,404.1590588
trinidad_and_tobago,2016,404.1590588
trinidad_and_tobago,2017,404.1590588
trinidad_and_tobago,2018,404.1590588
trinidad_and_tobago,2019,404.1590588
uruguay,1990,419.1873955
uruguay,1991,419.1873955
uruguay,1992,419.1873955
uruguay,1993,419.1873955
uruguay,1994,419.1873955
uruguay,1995,419.1873955
uruguay,1996,419.1873955
uruguay,1997,419.1873955
uruguay,1998,419.1873955
uruguay,1999,419.1873955
uruguay,2000,419.1873955
uruguay,2001,419.1873955
uruguay,2002,419.1873955
uruguay,2003,419.1873955
uruguay,2004,419.1873955
uruguay,2005,419.1873955
uruguay,2006,419.1873955
uruguay,2007,419.1873955
uruguay,2008,419.1873955
uruguay,2009,419.1873955
uruguay,2010,419.1873955
uruguay,2011,419.1873955
uruguay,2012,419.1873955
uruguay,2013,419.1873955
uruguay,2014,419.1873955
uruguay,2015,419.1873955
uruguay,2016,419.1873955
uruguay,2017,419.1873955
uruguay,2018,419.1873955
uruguay,2019,419.1873955
venezuela,1990,90.24213771
venezuela,1991,90.24213771
venezuela,1992,90.24213771
venezuela,1993,90.24213771
venezuela,1994,90.24213771
venezuela,1995,90.24213771
venezuela,1996,90.24213771
venezuela,1997,90.24213771
venezuela,1998,90.24213771
venezuela,1999,90.24213771
venezuela,2000,90.24213771
venezuela,2001,90.24213771
venezuela,2002,90.24213771
venezuela,2003,90.24213771
venezuela,2004,90.24213771
venezuela,2005,90.24213771
venezuela,2006,90.24213771
venezuela,2007,90.24213771
venezuela,2008,90.24213771
venezuela,2009,90.24213771
venezuela,2010,90.24213771
venezuela,2011,90.24213771
venezuela,2012,90.24213771
venezuela,2013,90.24213771
venezuela,2014,90.24213771
venezuela,2015,90.24213771
venezuela,2016,90.24213771
venezuela,2017,90.24213771
venezuela,2018,90.24213771
venezuela,2019,90.24213771
