Nation,Year,gdp_mmm_usd
argentina,1990,265.817211208207
bahamas,1990,8.621162112791652
belize,1990,0.590278076390006
bolivia,1990,11.9744209755565
brazil,1990,917.2110125444709
barbados,1990,3.9198622330419397
chile,1990,72.6185233003777
colombia,1990,120.48405678026401
costa_rica,1990,18.8458976354461
dominican_republic,1990,19.981325093406898
ecuador,1990,43.6838541873025
guatemala,1990,24.741807083637298
guyana,1990,1.7826655261866697
honduras,1990,8.555513917152242
haiti,1990,11.1419434201677
jamaica,1990,10.772516264731701
mexico,1990,626.2742628887829
nicaragua,1990,5.24848346077145
panama,1990,12.7061700486656
peru,1990,59.593009486091596
paraguay,1990,16.3841844487681
el_salvador,1990,12.6800523812405
suriname,1990,2.67084810991591
trinidad_and_tobago,1990,7.71748255594667
uruguay,1990,23.9584409352029
argentina,1991,290.094591011844
bahamas,1991,8.26064366757906
belize,1991,0.657947770049626
bolivia,1991,12.605057145863999
brazil,1991,926.678369092735
barbados,1991,3.7669912581609
chile,1991,78.2859576587188
colombia,1991,122.895674813702
costa_rica,1991,19.2728806555387
dominican_republic,1991,20.1699765541804
ecuador,1991,45.5584779431319
guatemala,1991,25.6469239314704
guyana,1991,1.89065701827277
honduras,1991,8.271530023066871
haiti,1991,11.3514726492516
jamaica,1991,11.2937163213515
mexico,1991,652.6701876872801
nicaragua,1991,5.2385490528547605
panama,1991,13.9029649122936
peru,1991,60.915532773738704
paraguay,1991,16.9565905341615
el_salvador,1991,12.8695034674735
suriname,1991,2.74296098574648
trinidad_and_tobago,1991,7.957682090092749
uruguay,1991,24.8062842805597
argentina,1992,313.12024448989
bahamas,1992,7.944625972860741
belize,1992,0.737285247043466
bolivia,1992,12.8125990251273
brazil,1992,921.636571083558
barbados,1992,3.5525544981741795
chile,1992,87.0279217471436
colombia,1992,127.86671814195199
costa_rica,1992,21.0461983968351
dominican_republic,1992,22.433236056918098
ecuador,1992,46.52172570570939
guatemala,1992,26.8878090150783
guyana,1992,2.03733203016772
honduras,1992,8.773916939325279
haiti,1992,10.7487170667404
jamaica,1992,11.514569744121701
mexico,1992,675.781907471657
nicaragua,1992,5.25878800787912
panama,1992,15.0432416513432
peru,1992,60.5862787607225
paraguay,1992,17.2442468857355
el_salvador,1992,13.773195279879
suriname,1992,2.75393282992361
trinidad_and_tobago,1992,8.76084931315301
uruguay,1992,26.773816650489103
argentina,1993,338.817957426035
bahamas,1993,7.969080031436841
belize,1993,0.783555651256318
bolivia,1993,13.3596065075894
brazil,1993,967.0243151787959
barbados,1993,3.5807286710191497
chile,1993,92.7620033797976
colombia,1993,134.752865088889
costa_rica,1993,22.5398873458097
dominican_republic,1993,24.085334652008097
ecuador,1993,47.4397008078818
guatemala,1993,27.9437287522308
guyana,1993,2.20388607287743
honduras,1993,9.34384585952438
haiti,1993,10.1654598626371
jamaica,1993,12.5989085870845
mexico,1993,688.899887486446
nicaragua,1993,5.238124334178571
panama,1993,15.8639624706666
peru,1993,63.7631669436607
paraguay,1993,18.095484890382703
el_salvador,1993,14.5745632435703
suriname,1993,2.5694193812743302
trinidad_and_tobago,1993,8.70222917673145
uruguay,1993,27.4853431725756
argentina,1994,358.592053441545
bahamas,1994,8.220019637315309
belize,1994,0.784796972177201
bolivia,1994,13.9831354722967
brazil,1994,1023.6229947383299
barbados,1994,3.6527293349562897
chile,1994,97.42811579762531
colombia,1994,142.58828860498699
costa_rica,1994,23.5584712510644
dominican_republic,1994,24.7116386796605
ecuador,1994,49.459802089652
guatemala,1994,29.0709065345551
guyana,1994,2.3919309587266997
honduras,1994,9.363645795808479
haiti,1994,8.95062343953296
jamaica,1994,12.7732006037343
mexico,1994,722.9389867018709
nicaragua,1994,5.41295857790271
panama,1994,16.3161086915961
peru,1994,71.6113710221401
paraguay,1994,19.0577878770743
el_salvador,1994,15.258410747352501
suriname,1994,2.65677961190623
trinidad_and_tobago,1994,9.01265340819778
uruguay,1994,29.486645185877997
argentina,1995,348.389357874283
bahamas,1995,8.57995391902168
belize,1995,0.789854886056981
bolivia,1995,14.637304665728998
brazil,1995,1066.85871762264
barbados,1995,3.72629523071816
chile,1995,106.13165764186
colombia,1995,150.006355333888
costa_rica,1995,24.5370790844973
dominican_republic,1995,26.1166017807669
ecuador,1995,50.5739082553626
guatemala,1995,30.509494153709802
guyana,1995,2.51227968662218
honduras,1995,9.94319035180526
haiti,1995,9.83652996470022
jamaica,1995,13.0733653307439
mexico,1995,677.457226352726
nicaragua,1995,5.73296770567391
panama,1995,16.6019145015347
peru,1995,76.9187726274153
paraguay,1995,20.3580645919868
el_salvador,1995,15.980756332829
suriname,1995,2.65677961190623
trinidad_and_tobago,1995,9.356027674988121
uruguay,1995,29.059796814191003
argentina,1996,367.643757074802
bahamas,1996,8.94233088326863
belize,1996,0.8011428005001451
bolivia,1996,15.2756877366638
brazil,1996,1090.42417630599
barbados,1996,3.87447051012504
chile,1996,113.351705792919
colombia,1996,153.09026805858
costa_rica,1996,24.8684424097289
dominican_republic,1996,27.677806561030497
ecuador,1996,51.449720654550006
guatemala,1996,31.4118978355379
guyana,1996,2.71214453777669
honduras,1996,10.1292051997624
haiti,1996,10.243838374392901
jamaica,1996,13.0584968346734
mexico,1996,723.343156837845
nicaragua,1996,6.096682561943539
panama,1996,17.279223339675703
peru,1996,79.0717083660509
paraguay,1996,20.678456785647597
el_salvador,1996,16.1104340816944
suriname,1996,2.6833474405127804
trinidad_and_tobago,1996,10.0235313610614
uruguay,1996,30.680740006749698
argentina,1997,397.46351416086605
bahamas,1997,9.557182252883829
belize,1997,0.829540535763373
bolivia,1997,16.032477194066498
brazil,1997,1127.44239767823
barbados,1997,4.05812437755893
chile,1997,121.771345594638
colombia,1997,158.34171384585
costa_rica,1997,26.2302795414689
dominican_republic,1997,30.1370541455185
ecuador,1997,53.676394986100505
guatemala,1997,32.7827413110725
guyana,1997,2.8797731225219603
honduras,1997,10.594954468416999
haiti,1997,10.5209048972374
jamaica,1997,12.9095699183412
mexico,1997,772.8693942540699
nicaragua,1997,6.33851667734021
panama,1997,18.3956323077634
peru,1997,84.1930440834447
paraguay,1997,21.5557436445683
el_salvador,1997,16.6159746807867
suriname,1997,2.83629818245676
trinidad_and_tobago,1997,10.7775870537732
uruguay,1997,33.3032324662847
argentina,1998,412.76657032576395
bahamas,1998,9.126765315755659
belize,1998,0.8605696170749719
bolivia,1998,16.8388069605457
brazil,1998,1131.2542567705
barbados,1998,4.2094301206152505
chile,1998,127.037444239312
colombia,1998,159.243919738965
costa_rica,1998,28.1071369831943
dominican_republic,1998,32.1605999291039
ecuador,1998,55.429750211192705
guatemala,1998,34.4197566130456
guyana,1998,2.83141872266524
honduras,1998,10.9753380236348
haiti,1998,10.7504542436496
jamaica,1998,12.608189096377702
mexico,1998,812.77979141935
nicaragua,1998,6.5737822259435
panama,1998,19.7461477829381
peru,1998,83.8633966964583
paraguay,1998,21.570409688791802
el_salvador,1998,17.0566764054463
suriname,1998,2.90153308748207
trinidad_and_tobago,1998,11.6532190112404
uruguay,1998,34.808168940114896
argentina,1999,398.79253540929295
bahamas,1999,10.240004184006901
belize,1999,0.9361177752033881
bolivia,1999,16.910690072302298
brazil,1999,1136.54782041259
barbados,1999,4.22351720703774
chile,1999,126.51392780079699
colombia,1999,152.549281078474
costa_rica,1999,29.291799732266103
dominican_republic,1999,34.0709553674169
ecuador,1999,52.8027205057765
guatemala,1999,35.7439060552192
guyana,1999,2.91523301503788
honduras,1999,10.8945978303324
haiti,1999,11.0418182164808
jamaica,1999,12.740281799113701
mexico,1999,835.1601238886559
nicaragua,1999,7.03631160169583
panama,1999,20.5196451849115
peru,1999,85.11707953932901
paraguay,1999,21.275740698151502
el_salvador,1999,17.425447503782102
suriname,1999,2.8609116106184302
trinidad_and_tobago,1999,12.5883685864902
uruguay,1999,34.1331646975803
argentina,2000,395.646066535875
bahamas,2000,10.6648859238984
belize,2000,1.0579963532654901
bolivia,2000,17.3347776352614
brazil,2000,1186.41896417519
barbados,2000,4.41134502600421
chile,2000,133.25324682645402
colombia,2000,157.011136243555
costa_rica,2000,30.425016886920503
dominican_republic,2000,35.659262313175695
ecuador,2000,53.379221434281895
guatemala,2000,37.0338566992542
guyana,2000,2.87547495340836
honduras,2000,11.688954351873
haiti,2000,11.137888577561
jamaica,2000,12.8522311073029
mexico,2000,876.437526455268
nicaragua,2000,7.32491227236227
panama,2000,21.076830326925
peru,2000,87.4104497853084
paraguay,2000,20.7833901514725
el_salvador,2000,17.6219903419062
suriname,2000,2.92099072204174
trinidad_and_tobago,2000,13.4571371692501
uruguay,2000,33.4744182944582
argentina,2001,378.202665751853
bahamas,2001,10.9448562001322
belize,2001,1.1075278871396301
bolivia,2001,17.626660783861098
brazil,2001,1202.9089587000701
barbados,2001,4.3069962376895
chile,2001,137.65466461459698
colombia,2001,159.645623441485
costa_rica,2001,31.4872059101342
dominican_republic,2001,36.5363077063798
ecuador,2001,55.522733410362605
guatemala,2001,37.8976991325642
guyana,2001,2.94102202777672
honduras,2001,12.0072671704922
haiti,2001,11.0997137002224
jamaica,2001,13.025084563094401
mexico,2001,872.893299631652
nicaragua,2001,7.54179146056867
panama,2001,21.197868828620702
peru,2001,87.9505522463255
paraguay,2001,20.6100453056144
el_salvador,2001,17.7769957760968
suriname,2001,3.0436723446600498
trinidad_and_tobago,2001,14.0181011594213
uruguay,2001,32.1876181554394
argentina,2002,336.999433710193
bahamas,2002,11.2408785483526
belize,2002,1.15994062064571
bolivia,2002,18.0647828680249
brazil,2002,1239.63932492644
barbados,2002,4.34090959389178
chile,2002,141.931554480452
colombia,2002,163.64311866649697
costa_rica,2002,32.5630848148653
dominican_republic,2002,38.1786525173909
ecuador,2002,57.7973757930758
guatemala,2002,39.3527006010882
guyana,2002,2.9743328362215298
honduras,2002,12.458060547969401
haiti,2002,11.2164627237933
jamaica,2002,13.285233397530702
mexico,2002,872.5454998226401
nicaragua,2002,7.598651958342749
panama,2002,21.6704009979535
peru,2002,92.7469610643748
paraguay,2002,20.6056338501078
el_salvador,2002,18.0566134220877
suriname,2002,3.12889519126643
trinidad_and_tobago,2002,15.1306771520961
uruguay,2002,29.6988692002434
argentina,2003,366.780211148674
bahamas,2003,11.0987346833133
belize,2003,1.2682049757465401
bolivia,2003,18.554580679574403
brazil,2003,1253.78148982537
barbados,2003,4.43534524731659
chile,2003,147.73804205383
colombia,2003,170.05510100737803
costa_rica,2003,33.968891756298596
dominican_republic,2003,37.66488002909011
ecuador,2003,59.3711274399001
guatemala,2003,40.360278359040805
guyana,2003,2.9555283488993895
honduras,2003,13.024533301583599
haiti,2003,11.606883084917401
jamaica,2003,13.772312246827601
mexico,2003,885.16584683951
nicaragua,2003,7.79019367787235
panama,2003,22.581748833147703
peru,2003,96.6098934512561
paraguay,2003,21.4959508444483
el_salvador,2003,18.3392703903177
suriname,2003,3.3260155705798002
trinidad_and_tobago,2003,17.3156966568061
uruguay,2003,29.938029416920898
argentina,2004,399.898899166738
bahamas,2004,11.1967076744034
belize,2004,1.3289512481161
bolivia,2004,19.3289179408103
brazil,2004,1325.9988602628
barbados,2004,4.49795452030541
chile,2004,158.38927486164903
colombia,2004,179.12417707093
costa_rica,2004,35.471879204014
dominican_republic,2004,38.6329180219757
ecuador,2004,64.2461031328511
guatemala,2004,41.626750328762704
guyana,2004,3.00173366371362
honduras,2004,13.8362616761544
haiti,2004,11.4539209915982
jamaica,2004,13.9546198008587
mexico,2004,919.8695776865071
nicaragua,2004,8.20402205373591
panama,2004,24.2803659685118
peru,2004,101.400008285783
paraguay,2004,22.3681315014495
el_salvador,2004,18.5023806838124
suriname,2004,3.6087269002253604
trinidad_and_tobago,2004,18.6923034604587
uruguay,2004,31.4361764098546
argentina,2005,435.29658974533896
bahamas,2005,11.576865020622101
belize,2005,1.35474491142443
bolivia,2005,20.183533438724602
brazil,2005,1368.45909491119
barbados,2005,4.675869204381989
chile,2005,167.485302430465
colombia,2005,187.773655668268
costa_rica,2005,36.8824774944683
dominican_republic,2005,42.2753210725494
ecuador,2005,67.64556249914109
guatemala,2005,42.9904538779055
guyana,2005,2.94317111281921
honduras,2005,14.6734384175078
haiti,2005,11.8058053028843
jamaica,2005,14.0793459046078
mexico,2005,941.09839279758
nicaragua,2005,8.555350957790179
panama,2005,26.0264349252171
peru,2005,107.77305997619699
paraguay,2005,22.845353498877497
el_salvador,2005,19.0038688532526
suriname,2005,3.77111961834519
trinidad_and_tobago,2005,19.852896970573997
uruguay,2005,33.7813567090888
argentina,2006,470.32556579835295
bahamas,2006,11.8682378031636
belize,2006,1.4201178618322001
bolivia,2006,21.1517393887862
brazil,2006,1422.67728973878
barbados,2006,4.951871749474379
chile,2006,178.06564433388698
colombia,2006,200.386165569774
costa_rica,2006,39.5847442883189
dominican_republic,2006,46.153809276705395
ecuador,2006,70.6243527251051
guatemala,2006,45.291044075398595
guyana,2006,3.09414429334208
honduras,2006,15.6370788558054
haiti,2006,12.0146205553541
jamaica,2006,14.4875237907845
mexico,2006,983.401498615029
nicaragua,2006,8.910671758512859
panama,2006,28.278363256778
peru,2006,115.887184858498
paraguay,2006,23.9435564146514
el_salvador,2006,19.8295513948563
suriname,2006,3.98960107706266
trinidad_and_tobago,2006,22.4750792372722
uruguay,2006,35.1659117484727
argentina,2007,512.69085074156
bahamas,2007,12.039939621447
belize,2007,1.4273748687031902
bolivia,2007,22.1171857332695
brazil,2007,1509.03196038582
barbados,2007,5.06091623326325
chile,2007,186.800342017845
colombia,2007,213.88857553951397
costa_rica,2007,42.8366832769223
dominican_republic,2007,49.5765534872134
ecuador,2007,72.1710712297691
guatemala,2007,48.161463040734596
guyana,2007,3.31665151910056
honduras,2007,16.60475245473
haiti,2007,12.5800922689792
jamaica,2007,14.6949784725175
mexico,2007,1005.93561010939
nicaragua,2007,9.363036176620769
panama,2007,31.6672382243465
peru,2007,125.75890463943401
paraguay,2007,25.241685745642002
el_salvador,2007,20.1983224931921
suriname,2007,4.19352904849709
trinidad_and_tobago,2007,23.5435916346616
uruguay,2007,37.4662936780781
argentina,2008,533.4919136562789
bahamas,2008,11.7601907531026
belize,2008,1.47718747196485
bolivia,2008,23.4770602776956
brazil,2008,1585.90499782247
barbados,2008,5.09639482129025
chile,2008,193.393517162917
colombia,2008,220.91149181570998
costa_rica,2008,44.866360242487396
dominican_republic,2008,51.167715084129796
ecuador,2008,76.75908048319839
guatemala,2008,49.747672384869595
guyana,2008,3.3699169980601003
honduras,2008,17.307399177885102
haiti,2008,12.9144751858995
jamaica,2008,14.575693938716801
mexico,2008,1017.43933470369
nicaragua,2008,9.684632561382049
panama,2008,34.7882518619712
peru,2008,137.236376966525
paraguay,2008,26.8814593876179
el_salvador,2008,20.6278800363086
suriname,2008,4.3672840167413
trinidad_and_tobago,2008,24.342128361644797
uruguay,2008,40.1549291141067
argentina,2009,501.917060966235
bahamas,2009,11.269108054259899
belize,2009,1.4803997752769802
bolivia,2009,24.2651854867802
brazil,2009,1583.90973897916
barbados,2009,4.83760982626978
chile,2009,190.36837948721399
colombia,2009,223.429106639898
costa_rica,2009,44.4744723526084
dominican_republic,2009,51.6518410646387
ecuador,2009,77.19391422030901
guatemala,2009,49.984918092548796
guyana,2009,3.5005526858119698
honduras,2009,16.8865476341935
haiti,2009,13.6751867135516
jamaica,2009,13.942336039189199
mexico,2009,963.660094723917
nicaragua,2009,9.36573551675866
panama,2009,35.2206672459997
peru,2009,138.740245654411
paraguay,2009,26.8112618628241
el_salvador,2009,20.1973093857791
suriname,2009,4.4989008107238
trinidad_and_tobago,2009,23.2730879909318
uruguay,2009,41.8589011921605
argentina,2010,552.738161802463
bahamas,2010,11.4424704317143
belize,2010,1.5248639860269801
bolivia,2010,25.266542224071202
brazil,2010,1703.15004088474
barbados,2010,4.72700011065619
chile,2010,201.49384509957397
colombia,2010,233.47148302466397
costa_rica,2010,46.8584568521451
dominican_republic,2010,55.9594243753002
ecuador,2010,79.9152302508205
guatemala,2010,51.426570817881895
guyana,2010,3.6328105737984098
honduras,2010,17.5166084257374
haiti,2010,12.902331959073098
jamaica,2010,13.739175678658501
mexico,2010,1012.98135687087
nicaragua,2010,9.778809539526181
panama,2010,37.273325312385396
peru,2010,150.300719889204
paraguay,2010,29.7860333725215
el_salvador,2010,20.6228144992436
suriname,2010,4.73144112740364
trinidad_and_tobago,2010,24.0465050018902
uruguay,2010,45.125322733723095
argentina,2011,585.924294024785
bahamas,2011,11.512656732676001
belize,2011,1.55411472015297
bolivia,2011,26.5814364044894
brazil,2011,1770.84042918727
barbados,2011,4.69517373022021
chile,2011,213.80697041931302
colombia,2011,249.692829473374
costa_rica,2011,48.9217093246601
dominican_republic,2011,57.712869851172
ecuador,2011,86.2030731827862
guatemala,2011,53.5679253398243
guyana,2011,3.8267800671153798
honduras,2011,18.1884913394357
haiti,2011,13.5601203945154
jamaica,2011,13.9769151139479
mexico,2011,1050.0869442974201
nicaragua,2011,10.3965085410798
panama,2011,41.4902900296849
peru,2011,159.81053561760098
paraguay,2011,31.0627733307155
el_salvador,2011,21.4099989591528
suriname,2011,5.00820051511693
trinidad_and_tobago,2011,23.9757230541962
uruguay,2011,47.454751923164494
argentina,2012,579.910247223428
bahamas,2012,11.8680385360631
belize,2012,1.5917516976261001
bolivia,2012,27.9430108800261
brazil,2012,1804.86139024716
barbados,2012,4.67378222861569
chile,2012,225.178567814917
colombia,2012,259.462400427386
costa_rica,2012,51.3103569707675
dominican_republic,2012,59.2811408487752
ecuador,2012,91.066617872099
guatemala,2012,55.161415004863194
guyana,2012,4.032799496905279
honduras,2012,18.939437353034698
haiti,2012,13.628249748532498
jamaica,2012,13.891147725546801
mexico,2012,1088.33449922312
nicaragua,2012,11.071868447245599
panama,2012,45.547553926195704
peru,2012,169.62246255507299
paraguay,2012,30.842835503652697
el_salvador,2012,22.0127978698941
suriname,2012,5.1429386249890205
trinidad_and_tobago,2012,24.2802061932841
uruguay,2012,49.13378585097401
argentina,2013,593.858966307156
bahamas,2013,11.4427029099982
belize,2013,1.6123503136755801
bolivia,2013,29.842021040573897
brazil,2013,1859.0942744686001
barbados,2013,4.60804249197743
chile,2013,234.287050561537
colombia,2013,272.783183252052
costa_rica,2013,52.5904303662717
dominican_republic,2013,62.1712180468145
ecuador,2013,95.5712383855329
guatemala,2013,57.1995295568023
guyana,2013,4.18013801880887
honduras,2013,19.4681430644729
haiti,2013,14.2176421287726
jamaica,2013,13.9630602543397
mexico,2013,1103.07154919152
nicaragua,2013,11.6173601001106
panama,2013,48.6919005114064
peru,2013,179.5496480658
paraguay,2013,33.4006554434719
el_salvador,2013,22.5041549652042
suriname,2013,5.29380372874411
trinidad_and_tobago,2013,24.821430152083803
uruguay,2013,51.4123841557392
argentina,2014,578.937574935696
bahamas,2014,11.7045288096901
belize,2014,1.67745211254801
bolivia,2014,31.4715653922411
brazil,2014,1868.46328678187
barbados,2014,4.60230330862012
chile,2014,238.426293091723
colombia,2014,285.05578050454403
costa_rica,2014,54.453241194907896
dominican_republic,2014,66.554577200624
ecuador,2014,99.1923069788112
guatemala,2014,59.741463827803805
guyana,2014,4.25061630504776
honduras,2014,20.063494563337898
haiti,2014,14.462550341493
jamaica,2014,14.059380565747801
mexico,2014,1134.5065871828601
nicaragua,2014,12.1733491868453
panama,2014,51.158930736007
peru,2014,183.82680324325
paraguay,2014,35.1713038799459
el_salvador,2014,22.8891357821483
suriname,2014,5.3073295577604105
trinidad_and_tobago,2014,24.5949234400447
uruguay,2014,53.0775239384551
argentina,2015,594.7492854132121
bahamas,2015,11.8906
belize,2015,1.72170099146912
bolivia,2015,33.000198248336204
brazil,2015,1802.21199953868
barbados,2015,4.715
chile,2015,243.919079437422
colombia,2015,293.481748240779
costa_rica,2015,56.4419176530156
dominican_republic,2015,71.1648252566849
ecuador,2015,99.290381
guatemala,2015,62.1861865757433
guyana,2015,4.2798401937046
honduras,2015,20.833948799535197
haiti,2015,14.8331544717456
jamaica,2015,14.188935947569401
mexico,2015,1171.86760819772
nicaragua,2015,12.756706583311301
panama,2015,54.0917137755634
peru,2015,189.80530084160299
paraguay,2015,36.211372702808504
el_salvador,2015,23.43824
suriname,2015,5.12629145081511
trinidad_and_tobago,2015,24.959858249443297
uruguay,2015,53.274304222135996
argentina,2016,582.37655042809
bahamas,2016,11.9014379161895
belize,2016,1.72112880768997
bolivia,2016,34.40730057786811
brazil,2016,1743.1730319580502
barbados,2016,4.83187064291247
chile,2016,248.092752678699
colombia,2016,299.607834899029
costa_rica,2016,58.8149183206537
dominican_republic,2016,75.90383348712511
ecuador,2016,98.0726996691292
guatemala,2016,63.8514098689298
guyana,2016,4.44281303463534
honduras,2016,21.645008633893298
haiti,2016,15.102000661577
jamaica,2016,14.3840654673211
mexico,2016,1202.69396560417
nicaragua,2016,13.3387892913789
panama,2016,56.7711116236781
peru,2016,197.30890932223002
paraguay,2016,37.756883444301
el_salvador,2016,24.034960266263198
suriname,2016,4.87429390932771
trinidad_and_tobago,2016,23.561652382530202
uruguay,2016,54.174532436921204
argentina,2017,598.790850843677
bahamas,2017,12.094837707640899
belize,2017,1.7523446116415
bolivia,2017,35.8507578197381
brazil,2017,1766.23292855389
barbados,2017,4.85482737634171
chile,2017,251.03152224796202
colombia,2017,303.680586563771
costa_rica,2017,61.2602655696888
dominican_republic,2017,79.4460412347367
ecuador,2017,100.39544027410699
guatemala,2017,65.8179384679666
guyana,2017,4.608724292158629
honduras,2017,22.6932577679539
haiti,2017,15.481101856773702
jamaica,2017,14.5274923013972
mexico,2017,1228.10844220222
nicaragua,2017,13.956713237943998
panama,2017,59.9453708392337
peru,2017,202.27879606111603
paraguay,2017,39.5730193113664
el_salvador,2017,24.5749465173979
suriname,2017,4.95068340796675
trinidad_and_tobago,2017,22.8577856697807
uruguay,2017,55.0563605411392
argentina,2018,583.1181202940021
bahamas,2018,12.429506802968099
belize,2018,1.8032689679860499
bolivia,2018,37.3649588559519
brazil,2018,1797.7366382288799
barbados,2018,4.82665320349673
chile,2018,260.35447947438104
colombia,2018,311.467941587106
costa_rica,2018,62.8627755548961
dominican_republic,2018,84.99338297880949
ecuador,2018,101.68983058656599
guatemala,2018,68.0044748837077
guyana,2018,4.81339836426896
honduras,2018,23.5658123421988
haiti,2018,15.739297369472
jamaica,2018,14.8020508186874
mexico,2018,1255.0653577286298
nicaragua,2018,13.487252998962799
panama,2018,62.1545641757151
peru,2018,210.307558791895
paraguay,2018,40.841037917502405
el_salvador,2018,25.1726798910741
suriname,2018,5.19565662774022
trinidad_and_tobago,2018,22.8728831856935
uruguay,2018,55.3194788433587
argentina,2019,571.304530654919
bahamas,2019,12.5168190041803
belize,2019,1.8350569557167302
bolivia,2019,38.193230057673695
brazil,2019,1823.1054524629499
barbados,2019,4.82201307375235
chile,2019,262.80703248685603
colombia,2019,321.68756855923306
costa_rica,2019,64.2811578389224
dominican_republic,2019,89.2873914929192
ecuador,2019,101.702140245144
guatemala,2019,70.6341103919779
guyana,2019,5.071041645236121
honduras,2019,24.19102895712
haiti,2019,15.4741539401499
jamaica,2019,14.9341282827371
mexico,2019,1252.84891913102
nicaragua,2019,12.991624156978201
panama,2019,64.0065933340646
peru,2019,214.942684282182
paraguay,2019,40.676916123460295
el_salvador,2019,25.772439479576402
suriname,2019,5.25272924166594
trinidad_and_tobago,2019,22.587789317243402
uruguay,2019,55.5133443820673
